150,8,4,1.74
150,8,5,1.7075
150,8,4,1.7625
150,8,4,1.6588
150,8,5,1.6363
150,8,5,1.5825
150,8,6,1.5325
150,8,6,1.5325
150,8,7,1.5363
150,8,6,1.7487
150,8,7,1.5238
150,8,6,1.605
150,8,6,1.5975
150,8,6,1.5875
150,8,6,1.6413
150,8,6,1.6413
150,8,5,1.66
150,8,4,1.9175
150,8,3,1.8488
150,9,6,1.64
150,9,7,1.5778
150,9,6,1.6356
150,8,6,1.64
150,8,6,1.6
150,8,5,1.6563
150,8,6,1.6537
150,8,6,1.6312
150,9,5,1.4422
150,9,6,1.4522
150,9,6,1.4522
150,9,6,1.4133
150,9,6,1.3778
150,9,6,1.3778
150,9,6,1.3778
150,9,5,1.4478
150,9,4,1.4356
150,9,6,1.3622
150,9,5,1.4678
150,9,6,1.4167
150,9,5,1.5056
150,10,4,1.44
150,10,6,1.329
150,10,6,1.291
150,10,6,1.291
150,9,7,1.4611
150,9,6,1.4867
150,9,6,1.4489
150,9,6,1.4489
150,9,5,1.46
150,9,6,1.4489
150,9,4,1.6711
