150,26,90,2.3696
150,28,77,2.2954
150,28,71,2.0586
150,29,69,2.0562
150,33,57,2.0724
150,31,54,2.1539
150,30,53,1.9097
150,35,43,1.784
150,33,47,1.6218
150,32,39,1.8191
150,33,35,1.79
150,31,36,1.8823
150,34,28,1.7621
150,34,27,1.7035
150,34,28,1.6224
150,33,24,1.6806
150,33,26,1.6367
150,35,23,1.5403
150,35,23,1.5343
150,35,25,1.4106
150,34,26,1.4709
150,35,25,1.412
150,34,23,1.4541
150,34,24,1.2747
150,34,21,1.2068
150,31,22,1.3003
150,30,24,1.28
150,30,20,1.2813
150,32,18,1.2166
150,29,16,1.3645
150,29,16,1.2414
150,28,19,1.3257
150,28,22,1.3193
150,29,19,1.5672
150,28,21,1.3507
150,26,20,1.5558
150,26,21,1.4946
150,26,17,1.4319
150,26,18,1.4331
150,27,14,1.4378
150,24,15,1.6
150,26,16,1.4481
150,26,13,1.5396
150,27,9,1.6485
150,26,11,1.6431
150,26,9,1.6208
150,27,8,1.507
150,24,13,1.5662
150,23,14,1.4222
150,24,12,1.2954
150,22,15,1.4564
150,21,17,1.3638
150,20,21,1.3025
150,21,19,1.2429
150,20,16,1.3395
150,19,17,1.4111
150,20,14,1.5075
150,19,14,1.5253
150,20,13,1.4915
150,19,13,1.6237
150,20,12,1.69
150,20,12,1.527
150,22,10,1.65
150,23,8,1.5804
150,20,12,1.6465
150,20,10,1.6075
150,20,12,1.6025
150,21,12,1.5652
150,21,10,1.6938
150,21,12,1.5657
150,20,13,1.5445
150,20,12,1.7115
150,20,10,1.743
150,19,12,1.8805
150,19,13,1.8111
150,20,11,2.0155
150,19,12,1.8963
150,20,10,1.6115
150,19,11,1.6205
150,19,13,1.5942
150,19,10,1.6695
150,21,10,1.4252
150,21,9,1.36
150,20,7,1.523
150,19,8,1.4653
150,19,11,1.35
150,20,8,1.4165
150,19,10,1.3721
150,19,8,1.39
150,19,9,1.3232
150,18,9,1.3933
150,17,10,1.3818
150,17,11,1.2671
150,17,10,1.3676
150,17,8,1.5035
150,17,7,1.5135
150,17,10,1.4471
150,17,10,1.4653
150,17,9,1.4518
150,16,8,1.65
150,17,8,1.4229
150,17,8,1.4794
150,17,6,1.6235
150,17,8,1.64
150,16,7,1.4513
150,16,8,1.5281
150,15,8,1.5893
150,16,7,1.5931
150,17,8,1.3476
150,17,8,1.3065
150,17,9,1.2294
150,17,10,1.2312
150,17,6,1.3618
150,16,9,1.4544
150,17,6,1.4565
150,17,8,1.4659
150,16,8,1.3706
150,16,8,1.3206
150,16,9,1.3119
150,16,9,1.3744
150,16,6,1.4294
150,16,6,1.4981
150,15,6,1.5433
150,15,7,1.478
150,15,7,1.476
150,15,6,1.53
150,15,6,1.4487
150,15,6,1.4493
150,15,7,1.438
150,15,6,1.4667
150,16,4,1.4094
150,14,7,1.5893
150,15,7,1.47
150,16,2,1.6863
150,16,4,1.5794
150,16,3,1.6125
150,17,6,1.4771
150,17,7,1.4653
150,16,8,1.3763
150,16,8,1.3725
150,16,6,1.3869
150,14,10,1.5071
150,14,10,1.495
150,14,8,1.6079
150,14,7,1.5729
150,14,5,1.6621
150,14,8,1.5893
150,14,9,1.4757
150,14,8,1.5093
150,14,8,1.5386
150,13,8,1.5477
150,12,12,1.5275
150,12,11,1.5025
150,12,13,1.4425
150,12,11,1.4533
150,12,13,1.42
150,12,11,1.5842
150,13,9,1.3838
150,13,9,1.3838
150,13,7,1.5223
150,13,7,1.5069
150,13,10,1.3392
150,13,10,1.3154
150,14,8,1.3136
150,13,9,1.3746
150,13,9,1.4223
150,13,8,1.38
150,13,7,1.3523
150,13,6,1.3146
150,12,7,1.5183
150,12,8,1.42
150,12,9,1.3783
150,12,8,1.385
150,12,9,1.49
150,12,8,1.4317
150,12,7,1.39
150,12,6,1.3892
150,12,8,1.4467
150,12,8,1.4467
150,12,8,1.4275
150,12,8,1.425
150,12,8,1.3408
150,12,10,1.34
150,11,10,1.3864
150,12,9,1.27
150,12,9,1.27
150,12,9,1.3642
150,12,8,1.3608
150,12,7,1.4117
150,12,7,1.4083
150,12,7,1.4983
150,12,9,1.49
150,12,8,1.3208
150,12,8,1.46
150,12,9,1.3458
150,12,7,1.4358
150,12,8,1.4217
150,12,9,1.3417
150,12,8,1.3842
150,12,7,1.39
150,12,8,1.3525
150,12,7,1.3125
150,12,6,1.3608
150,12,8,1.2525
150,12,8,1.2742
150,12,6,1.5508
150,12,6,1.4
150,12,5,1.4125
150,11,8,1.5773
150,11,7,1.5773
150,11,9,1.3909
150,11,8,1.3709
150,11,9,1.3545
150,11,7,1.4155
150,11,9,1.2873
150,11,9,1.2973
150,13,7,1.3777
150,12,8,1.2492
150,12,9,1.2167
150,12,9,1.2167
150,12,9,1.2167
150,12,7,1.3417
150,13,8,1.2238
150,13,6,1.41
150,14,6,1.2264
150,13,8,1.2569
150,13,7,1.28
150,12,9,1.2592
150,12,7,1.3133
150,11,10,1.3482
150,12,7,1.2925
150,13,7,1.4838
150,12,8,1.3717
150,12,7,1.3775
150,11,10,1.2591
150,11,10,1.2391
150,11,8,1.6473
150,11,7,1.2882
150,13,6,1.2115
150,12,8,1.195
150,12,8,1.1967
150,11,7,1.2336
150,11,7,1.27
150,11,8,1.2818
150,11,8,1.2327
150,12,8,1.1367
150,12,9,1.1192
150,11,9,1.2773
150,12,8,1.3358
150,11,10,1.23
150,11,9,1.5355
150,11,8,1.3945
150,11,9,1.3518
150,11,10,1.35
150,11,10,1.32
150,12,7,1.4108
150,12,8,1.3242
150,12,8,1.3242
150,12,7,1.3708
150,13,6,1.6162
150,11,7,1.6191
150,11,6,1.6255
150,11,7,1.6445
150,11,7,1.6555
150,11,6,1.69
150,11,7,1.6473
150,11,5,1.3473
150,12,4,1.6475
150,11,5,1.37
150,11,6,1.4818
150,11,6,1.5718
150,12,5,1.3883
150,13,4,1.3377
150,12,4,1.4125
150,10,5,1.498
150,10,6,1.464
150,10,5,1.553
150,10,6,1.529
150,10,6,1.569
150,10,6,1.541
150,10,5,1.753
150,10,6,1.647
150,10,5,1.785
150,11,4,1.6545
150,11,4,1.6709
150,10,4,1.713
150,10,5,1.677
150,10,4,1.882
150,10,6,1.641
150,10,4,1.804
150,11,4,1.6464
150,11,3,1.6636
150,10,5,1.674
150,10,5,1.609
150,10,5,1.637
150,10,3,1.952
150,10,5,1.631
150,10,5,1.618
150,10,3,1.626
150,11,2,1.56
150,10,5,1.818
150,9,6,2.0122
150,10,5,1.777
150,10,6,1.755
150,10,6,1.755
150,11,5,1.8027
150,10,5,1.938
150,10,6,1.831
150,10,5,1.849
150,10,6,1.711
150,9,6,1.9133
150,9,6,1.8567
150,9,5,1.91
150,9,6,1.8956
150,9,7,1.8422
150,9,7,2.0078
150,9,6,1.88
150,9,5,1.8867
150,9,6,1.7033
150,9,5,1.7022
150,9,5,1.6944
150,9,5,1.8678
150,9,6,1.65
150,9,6,1.6733
150,9,6,1.6156
150,9,7,1.5622
150,8,7,1.725
150,8,5,1.7475
150,8,6,1.735
150,8,6,1.7375
150,8,5,1.845
150,8,4,1.8362
150,8,5,1.7963
150,8,4,1.8712
150,8,4,1.7563
150,8,4,1.7525
150,8,5,1.7188
150,9,4,1.7044
150,8,4,1.795
150,8,4,1.7988
150,8,5,1.7188
150,8,7,1.6775
150,8,5,1.7713
150,8,5,1.715
150,8,4,1.8063
150,8,6,1.7025
150,8,4,1.7625
150,8,5,1.7338
150,8,4,1.7688
