84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0,84,11,0
75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0,75,49,0
50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0,50,18,0
3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0,3,37,0
22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0,22,75,0
32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0,32,68,0
41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0,41,28,0
10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10,1,0
51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0,51,80,0
3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0,3,10,0
